Stn Id,Stn Name,CIMIS Region,Month Year,Total ETo (mm),qc,Total Precip (mm),qc,Avg Sol Rad (W/sq.m),qc,Avg Vap Pres (kPa),qc,Avg Max Air Temp (C),qc,Avg Min Air Temp (C),qc,Avg Air Temp (C),qc,Avg Max Rel Hum (%),qc,Avg Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Avg Dew Point (C),qc,Avg Wind Speed (m/s),qc,Avg Soil Temp (C),qc
6,Davis,Sacramento Valley,Jul 1982,83.07,K,,M,,M,,M,,M,,M,,M,85,L,31,L,,M,,M,,M,,M
6,Davis,Sacramento Valley,Aug 1982,168.47,K,,M,,M,,M,,M,,M,,M,90,L,41,L,,M,,M,,M,,M
6,Davis,Sacramento Valley,Sep 1982,139.46,K,84.00,L,198,L,1.4,L,28.0,L,10.7,L,18.3,L,85,L,40,L,64,L,11.1,L,3.0,L,20.3,L
6,Davis,Sacramento Valley,Oct 1982,114.38,K,640.00,K,160, ,1.2, ,26.3, ,8.9, ,16.4, ,88, ,37, ,63, ,8.6, ,2.6,K,17.6, 
6,Davis,Sacramento Valley,Nov 1982,43.57,K,132.00,K,78, ,0.9, ,14.6, ,4.0, ,8.4, ,95, ,69, ,85, ,6.0, ,2.5,K,12.2, 
6,Davis,Sacramento Valley,Dec 1982,29.12,K,34.00,L,71,L,0.9,L,12.9,L,3.1,L,7.5,L,90,L,69,L,82,L,4.5,L,2.8,L,9.7,L
6,Davis,Sacramento Valley,Jan 1983,31.78,K,146.00,L,60,L,0.8,L,11.5,L,3.1,L,6.6,L,85,L,66,L,76,L,2.6,L,2.4,L,8.4,L
6,Davis,Sacramento Valley,Feb 1983,14.26,K,168.00, ,90, ,0.9, ,16.1, ,6.0, ,10.4, ,80, ,56, ,71, ,5.3, ,3.0,K,10.7, 
6,Davis,Sacramento Valley,Mar 1983,64.78,K,213.00,K,138,K,1.1,K,18.1, ,6.7, ,11.6,K,93,K,61,K,81, ,8.3, ,2.7,K,12.4,K
6,Davis,Sacramento Valley,Apr 1983,126.82,K,78.00,K,214,K,1.0,K,20.9, ,6.1, ,12.4,K,90,K,44,K,68, ,6.3, ,3.1,K,13.8,K
6,Davis,Sacramento Valley,May 1983,215.97,K,8.00,K,291,K,1.1,K,28.8, ,9.8, ,18.3,K,85,K,28,K,54, ,8.0, ,3.3,K,15.9,K
6,Davis,Sacramento Valley,Jun 1983,238.33,K,9.00,K,324,K,1.2,K,33.1, ,12.6, ,21.9,K,85,K,20,K,45, ,8.9, ,3.2,K,22.2,K
6,Davis,Sacramento Valley,Jul 1983,238.83,K,0.00,K,316,K,1.2,K,32.9, ,13.2,K,22.5,K,84,K,20,K,46, ,9.4, ,3.1,K,23.3,K
6,Davis,Sacramento Valley,Aug 1983,217.03,K,1.00, ,277, ,1.4, ,32.8, ,15.1, ,23.4, ,85, ,22, ,49, ,11.6, ,2.7,K,24.2, 
6,Davis,Sacramento Valley,Sep 1983,178.57,K,13.00, ,222, ,1.2, ,31.5, ,13.8, ,22.1, ,77, ,23, ,45, ,8.3, ,2.6,K,21.7, 
6,Davis,Sacramento Valley,Oct 1983,120.32,K,15.00,L,158,L,1.1,L,26.7,L,10.5,L,17.9,L,85,L,29,L,54,L,7.9,L,2.0,L,18.6,L
6,Davis,Sacramento Valley,Nov 1983,47.22,K,165.00,K,77,K,0.9,K,14.4,K,3.9,K,8.6,K,85,K,60,K,75,L,5.3,L,2.6,K,14.0,K
6,Davis,Sacramento Valley,Dec 1983,32.94,K,168.00,K,52,K,0.7,K,10.3, ,2.0, ,5.6,K,82,K,69,K,78, ,2.0, ,2.8,K,10.9,K
6,Davis,Sacramento Valley,Jan 1984,48.86, ,11.00, ,84, ,0.6, ,10.9, ,-0.2,K,4.6, ,82, ,60, ,74, ,0.1, ,2.3,K,8.8, 
6,Davis,Sacramento Valley,Feb 1984,62.78,K,32.00,L,121,L,0.7,L,15.4,L,1.5,L,7.7,L,82,L,52,L,69,L,2.4,L,2.2,L,9.6,L
6,Davis,Sacramento Valley,Mar 1984,152.23, ,27.00, ,199, ,0.8, ,21.0, ,6.3, ,13.4, ,71, ,32, ,51, ,2.5, ,3.4,K,13.3, 
6,Davis,Sacramento Valley,Apr 1984,188.63, ,10.00, ,260, ,0.7, ,22.1, ,6.2, ,14.0, ,70, ,20, ,42, ,0.5, ,3.3,K,14.9,K
6,Davis,Sacramento Valley,May 1984,245.52,K,2.00,L,299,L,0.9,L,29.5,L,11.8,L,20.8,L,67,K,20,K,38,L,5.4,L,2.9,L,19.0,L
6,Davis,Sacramento Valley,Jun 1984,246.95,K,4.00,K,323, ,1.3, ,31.1, ,12.3, ,21.7, ,79, ,30, ,51, ,10.5, ,3.3,K,21.3, 
6,Davis,Sacramento Valley,Jul 1984,228.11,K,2.00,K,334,K,1.6,K,35.0,K,15.3,K,24.9,K,78,K,29,K,50,L,13.5,L,2.7,K,24.1,K
6,Davis,Sacramento Valley,Aug 1984,185.29,K,5.00,K,287,K,1.5,K,32.9, ,13.4, ,22.0,K,85,K,31,K,58, ,13.2, ,2.7,K,23.6,K
6,Davis,Sacramento Valley,Sep 1984,174.59, ,3.00, ,233, ,1.2, ,33.1, ,14.5, ,14.5, ,64, ,22, ,69, ,8.4, ,2.9, ,21.0, 
6,Davis,Sacramento Valley,Oct 1984,96.29, ,26.00, ,153, ,1.1, ,22.7, ,8.6, ,11.9, ,86, ,42, ,79, ,7.9, ,2.9, ,17.1, 
6,Davis,Sacramento Valley,Nov 1984,35.16,K,153.00,L,76,L,1.0,L,14.3,L,3.9,L,8.8,L,97,L,71,L,86,L,6.3,L,2.8,L,12.7,L
6,Davis,Sacramento Valley,Dec 1984,24.72,K,18.00,L,73,L,0.8,L,10.9,L,1.5,L,5.6,L,97,L,77,L,89,L,3.8,L,2.5,L,9.3,L
6,Davis,Sacramento Valley,Jan 1985,18.97, ,26.00, ,69, ,0.7, ,8.8, ,-0.4,K,3.4, ,98, ,82, ,94, ,2.4, ,1.7, ,7.5, 
6,Davis,Sacramento Valley,Feb 1985,75.10, ,48.00, ,155, ,0.8, ,17.8, ,3.2, ,9.9, ,88, ,48, ,68, ,3.9, ,3.2, ,8.7, 
6,Davis,Sacramento Valley,Mar 1985,82.45, ,83.00,L,171,L,0.9,L,16.9,L,3.8,L,9.8,L,93, ,53, ,74,L,5.2,L,3.1,L,10.8,L
6,Davis,Sacramento Valley,Apr 1985,146.35,K,8.00,L,267,L,1.2,L,25.2,L,8.6,L,16.4,L,88,L,43,L,65,L,9.3,L,3.0,L,16.1,L
6,Davis,Sacramento Valley,May 1985,183.62,K,1.00,K,305,K,1.1,K,25.8, ,8.6, ,17.2,K,83,K,36,K,56, ,8.0, ,3.5,K,20.2,K
6,Davis,Sacramento Valley,Jun 1985,227.22, ,4.00,K,327, ,1.4, ,33.7, ,14.0, ,23.9, ,78, ,27, ,47, ,11.3, ,3.1, ,23.9, 
6,Davis,Sacramento Valley,Jul 1985,209.24,K,5.00, ,297, ,1.4, ,34.6, ,14.9, ,24.3, ,78, ,27, ,48, ,12.0, ,2.7, ,24.3, 
6,Davis,Sacramento Valley,Aug 1985,196.33,K,0.00, ,283,K,1.4, ,31.6, ,12.0, ,21.4, ,90, ,30, ,55, ,11.5, ,2.7, ,22.2, 
6,Davis,Sacramento Valley,Sep 1985,134.60, ,15.00, ,222, ,1.3, ,27.6, ,11.3, ,18.9, ,90, ,37, ,61, ,10.7, ,2.8, ,19.8, 
6,Davis,Sacramento Valley,Oct 1985,115.63, ,12.00, ,170, ,1.0, ,25.3, ,8.8, ,16.6, ,81, ,33, ,55, ,6.0, ,2.9, ,16.9, 
6,Davis,Sacramento Valley,Nov 1985,50.58,K,115.00, ,89, ,0.8, ,15.1, ,3.0,K,8.6, ,91, ,57, ,74, ,3.5, ,2.6,K,11.4, 
6,Davis,Sacramento Valley,Dec 1985,23.28,K,80.00,K,59, ,0.7,K,8.6, ,-0.5,K,3.1,K,98,K,81,K,93, ,2.1, ,2.2,K,8.7, 
6,Davis,Sacramento Valley,Jan 1986,22.76,K,119.00, ,63, ,1.1, ,13.6, ,5.4, ,8.9, ,98, ,82, ,93, ,7.8, ,2.2,K,10.6, 
6,Davis,Sacramento Valley,Feb 1986,42.03,K,248.00, ,118,K,1.2, ,16.9, ,6.8, ,11.3, ,95, ,70, ,86, ,8.9, ,3.5,K,11.7, 
6,Davis,Sacramento Valley,Mar 1986,83.71, ,124.00,K,176, ,1.3, ,20.2, ,7.3, ,13.1, ,95, ,62, ,82, ,10.0, ,2.6, ,13.8, 
6,Davis,Sacramento Valley,Apr 1986,124.36,K,18.00,K,312,K,1.1,K,21.9, ,7.0, ,14.3,K,92,K,45,K,66, ,7.6, ,2.7,K,16.8,K
6,Davis,Sacramento Valley,May 1986,190.69, ,3.00,K,296, ,1.1, ,27.3, ,10.0,K,18.5, ,84, ,30, ,51, ,7.6, ,3.2, ,19.7,K
6,Davis,Sacramento Valley,Jun 1986,214.52,K,8.00,K,338,K,1.4,K,31.6, ,11.6,K,21.8,K,83,K,32,K,54, ,11.5, ,3.0,K,22.3,K
6,Davis,Sacramento Valley,Jul 1986,213.39,K,8.00,K,317,K,1.3,K,31.8, ,3.0,K,20.4,K,86,K,29,K,54, ,10.4, ,3.0,K,23.1,K
6,Davis,Sacramento Valley,Aug 1986,213.66,K,9.00,L,303,L,0.8,L,32.1,L,8.6,L,21.3,L,55,K,16,K,31,L,1.5,L,2.4,L,23.5,L
6,Davis,Sacramento Valley,Sep 1986,129.74,K,21.00,L,221,L,1.2,L,25.9,L,10.1,L,17.5,L,84,K,39,K,60,L,8.7,L,2.9,L,19.2,L
6,Davis,Sacramento Valley,Oct 1986,129.17,K,1.00,L,176,L,0.8,L,26.4,L,9.9,L,17.6,L,58,L,24,L,40,L,1.9,L,2.9,L,16.9,L
6,Davis,Sacramento Valley,Nov 1986,102.31,K,4.00,L,126,L,0.5,L,21.2,L,5.0,L,12.7,L,44,K,24,K,36,L,-5.0,L,2.8,L,11.9,L
6,Davis,Sacramento Valley,Dec 1986,30.35,K,38.00, ,63, ,0.9,K,11.7,K,1.9,K,6.4, ,98,K,75,K,89, ,4.6, ,2.0, ,8.6, 
6,Davis,Sacramento Valley,Jan 1987,39.52,K,54.00, ,83, ,0.8,K,11.8, ,2.2, ,6.7, ,92,K,67,K,80, ,2.9, ,2.8, ,7.4, 
6,Davis,Sacramento Valley,Feb 1987,59.40, ,98.00, ,139, ,0.9, ,16.3, ,4.1, ,9.8, ,93, ,56, ,76, ,5.3, ,2.9, ,9.6, 
6,Davis,Sacramento Valley,Mar 1987,89.43,K,90.00,L,185,L,1.0,L,18.0,L,5.0,L,11.4,L,92,L,53,L,73,L,6.3,L,2.7,L,11.8,L
6,Davis,Sacramento Valley,Apr 1987,148.23, ,7.00,K,272, ,1.0, ,26.1, ,7.4, ,16.3, ,88, ,27, ,55, ,6.7, ,2.3, ,17.4,K
6,Davis,Sacramento Valley,May 1987,192.62,K,2.00,L,309,L,1.2,L,28.7,L,11.8,L,19.9,L,87,L,27,L,52,L,9.2,L,2.8,L,21.3,L
6,Davis,Sacramento Valley,Jun 1987,221.73, ,6.00,K,335,K,1.2, ,31.9, ,13.2, ,22.1, ,81, ,23, ,45, ,9.0, ,3.0, ,22.5,K
6,Davis,Sacramento Valley,Jul 1987,215.96,K,2.00, ,341, ,1.4, ,32.0, ,11.7, ,21.3, ,88, ,32, ,55, ,11.8, ,2.9, ,22.0,K
6,Davis,Sacramento Valley,Aug 1987,206.69,K,10.00,K,308, ,1.2, ,33.1, ,12.6, ,22.3, ,48, ,37, ,43, ,9.2, ,2.4, ,22.1, 
6,Davis,Sacramento Valley,Sep 1987,159.60, ,4.00, ,249, ,1.1, ,31.3, ,11.1,K,20.5, ,68, ,31, ,48, ,8.6, ,2.3, ,19.7,K
6,Davis,Sacramento Valley,Oct 1987,104.34, ,18.00, ,167, ,1.3, ,27.8, ,10.7, ,18.3, ,82, ,40, ,62, ,10.1, ,1.8, ,18.3, 
6,Davis,Sacramento Valley,Nov 1987,51.24,K,67.00,L,102,L,1.0,L,17.2,L,5.0,L,10.7,L,90,L,60,L,78,L,6.9,L,2.3,L,12.9,L
6,Davis,Sacramento Valley,Dec 1987,39.19,K,118.00, ,70, ,0.8, ,11.5, ,3.2,K,6.8, ,85, ,65, ,77, ,2.8, ,3.8, ,8.7, 
6,Davis,Sacramento Valley,Jan 1988,35.42, ,116.00, ,83, ,0.8, ,12.7, ,2.2, ,7.0, ,90, ,64, ,80, ,3.7, ,2.5, ,8.0, 
6,Davis,Sacramento Valley,Feb 1988,74.72,K,38.00,K,184,K,0.8, ,19.8,K,1.3,K,10.6,K,88,K,39,K,64,L,3.4,L,2.6,K,11.8,K
6,Davis,Sacramento Valley,Mar 1988,132.32,K,6.00,L,235,L,0.8,L,22.1,L,4.9,L,12.9,L,83,L,34,L,56,L,3.5,L,3.4,L,14.5,L
6,Davis,Sacramento Valley,Apr 1988,119.44,K,33.00,K,233,K,1.0,K,22.7, ,7.9, ,14.8, ,89,K,42,K,63, ,6.7, ,3.0, ,17.1, 
6,Davis,Sacramento Valley,May 1988,170.05, ,25.00, ,306,K,1.1,K,25.8, ,9.0,K,17.1, ,89,K,32,K,57, ,7.7, ,3.2, ,19.7, 
6,Davis,Sacramento Valley,Jun 1988,206.52,K,21.00,K,337,K,1.2, ,30.7, ,12.4, ,21.1, ,87, ,26, ,50, ,9.7, ,2.9,K,22.6, 
6,Davis,Sacramento Valley,Jul 1988,219.01, ,5.00,K,329, ,1.4, ,35.8, ,15.3, ,24.8, ,85, ,19, ,44, ,11.4, ,2.6, ,26.1, 
6,Davis,Sacramento Valley,Aug 1988,188.68,K,3.00,K,302,K,1.3,K,33.3, ,13.3, ,22.4,K,92,K,24,K,51, ,10.9, ,2.6,K,24.9,K
6,Davis,Sacramento Valley,Sep 1988,153.19, ,0.00, ,245, ,1.1, ,32.1, ,11.0, ,20.9, ,75, ,25, ,46, ,8.1, ,2.5, ,22.2, 
6,Davis,Sacramento Valley,Oct 1988,85.47, ,6.00, ,180, ,1.3,K,28.4, ,8.3, ,17.1, ,94,K,40,K,66, ,10.5, ,1.9, ,19.2, 
6,Davis,Sacramento Valley,Nov 1988,29.71,K,45.00, ,78,K,1.1,K,17.3, ,6.0,K,11.1, ,98,K,64,K,83, ,8.2, ,2.9, ,14.6, 
6,Davis,Sacramento Valley,Dec 1988,32.46,K,87.00,L,67,L,0.8,L,14.7,L,1.1,L,6.8,L,95,K,60,K,82,L,3.6,L,3.1,L,9.8,L
6,Davis,Sacramento Valley,Jan 1989,30.76,K,17.00,K,87,K,0.8,K,14.2, ,-0.4,K,5.8,K,97,K,59,K,83, ,3.1, ,2.5,K,7.9,K
6,Davis,Sacramento Valley,Feb 1989,41.05,K,19.00, ,95,K,0.7, ,14.2, ,-1.6,K,5.7, ,92, ,51, ,74, ,0.9, ,2.6, ,7.2, 
6,Davis,Sacramento Valley,Mar 1989,60.34,K,120.00,K,141,K,1.1,K,18.0, ,5.3, ,11.4, ,96,K,65,K,83, ,8.5, ,2.8, ,12.9, 
6,Davis,Sacramento Valley,Apr 1989,124.66,K,10.00,K,233,K,1.1,K,25.2, ,5.9,K,15.4,K,91,K,39,K,65, ,8.5, ,2.7,K,17.3,K
6,Davis,Sacramento Valley,May 1989,184.82, ,7.00,K,325, ,1.2, ,26.8, ,9.5, ,18.0, ,88, ,37, ,58, ,9.4, ,3.1, ,21.6, 
6,Davis,Sacramento Valley,Jun 1989,217.99,K,15.00,K,333, ,1.2,K,30.0, ,13.1, ,21.1, ,72,K,31,K,48, ,9.0, ,3.3,K,24.1,K
6,Davis,Sacramento Valley,Jul 1989,225.65, ,10.00,K,346, ,1.3, ,33.8, ,12.8, ,23.0, ,75, ,25, ,45, ,10.3, ,2.5, ,25.3, 
6,Davis,Sacramento Valley,Aug 1989,191.62, ,11.00,K,304, ,1.3,K,31.8, ,12.2, ,21.5, ,81,K,29,K,51, ,10.8, ,2.5, ,25.3, 
6,Davis,Sacramento Valley,Sep 1989,135.57,K,57.00,L,238,L,1.2,L,29.3,L,11.2,L,19.5,L,80,L,30,L,53,L,9.2,L,2.3,L,22.9,L
6,Davis,Sacramento Valley,Oct 1989,89.77,K,38.00,K,170, ,1.2,K,24.8, ,8.7, ,15.8, ,93,K,44,K,69, ,9.8, ,2.3, ,18.9, 
6,Davis,Sacramento Valley,Nov 1989,51.08,K,31.00, ,120,K,1.0,K,20.7, ,3.4, ,11.0, ,96,K,47,K,73, ,6.2, ,1.9, ,13.9, 
6,Davis,Sacramento Valley,Dec 1989,57.94,K,3.00,L,77,L,0.5,L,12.4,L,1.3,L,5.9,L,71,L,35,L,79,L,2.9,L,2.1,L,10.2,L
6,Davis,Sacramento Valley,Jan 1990,40.35, ,113.00, ,92, ,0.7, ,13.4, ,2.0, ,7.2, ,89, ,48, ,70, ,1.8, ,2.5, ,9.3, 
6,Davis,Sacramento Valley,Feb 1990,60.42, ,84.00,K,142, ,0.6, ,15.3, ,1.2, ,7.6, ,84, ,34, ,60, ,-0.2, ,2.6, ,8.5, 
6,Davis,Sacramento Valley,Mar 1990,104.32, ,21.00,K,200,K,0.8,K,20.3, ,4.7, ,12.1,K,81,K,33,K,57, ,3.5, ,2.4,K,12.7,K
6,Davis,Sacramento Valley,Apr 1990,165.15,K,14.00,K,259, ,0.9,K,25.1, ,9.2, ,16.9, ,60,K,32,K,46, ,4.8, ,3.1, ,18.9, 
6,Davis,Sacramento Valley,May 1990,186.14,K,46.00,K,295, ,1.1,K,25.2, ,10.5, ,17.5, ,85,K,36,K,57, ,8.3, ,3.7, ,20.6, 
6,Davis,Sacramento Valley,Jun 1990,219.23,K,1.00,L,357,L,1.4,L,31.5,L,12.6,L,21.8,L,84,L,30,L,52,L,11.3,L,3.0,L,23.8,L
6,Davis,Sacramento Valley,Jul 1990,213.93,K,1.00,K,334,K,1.7,K,34.3, ,14.6, ,23.8,K,86,K,37,K,58, ,15.0, ,2.7,K,27.4,K
6,Davis,Sacramento Valley,Aug 1990,186.09, ,2.00, ,289,K,1.7, ,32.8, ,14.8, ,23.3, ,85, ,40, ,60, ,14.8, ,2.9, ,26.3, 
6,Davis,Sacramento Valley,Sep 1990,151.22,K,1.00,K,236, ,1.4,K,32.0, ,13.0, ,22.0, ,87,K,30,K,54, ,11.8, ,2.5, ,24.0, 
6,Davis,Sacramento Valley,Oct 1990,124.41,K,3.00, ,185, ,1.1,K,27.9, ,9.7, ,18.4, ,77,K,32,K,52, ,7.8, ,2.9, ,19.2, 
6,Davis,Sacramento Valley,Nov 1990,68.99,K,6.00, ,122, ,0.8,K,19.4, ,3.5,K,10.9, ,84,K,42,K,61, ,3.2, ,2.8, ,14.0, 
6,Davis,Sacramento Valley,Dec 1990,39.94,K,34.00, ,97,K,0.6,K,11.5, ,-1.6,K,4.3, ,81,K,44,K,65, ,-2.2, ,2.3, ,9.1, 
6,Davis,Sacramento Valley,Jan 1991,43.21,K,8.00, ,93,K,0.8,K,14.4, ,1.8,K,7.5, ,91,K,60,K,77, ,3.2, ,2.4, ,8.8, 
6,Davis,Sacramento Valley,Feb 1991,47.08,K,81.00, ,132, ,1.1,K,19.2, ,6.3, ,12.0, ,95,K,61,K,81, ,8.7, ,2.2, ,11.7, 
6,Davis,Sacramento Valley,Mar 1991,58.67, ,195.00, ,157, ,1.0, ,14.9, ,5.0, ,9.7, ,99, ,64, ,85, ,7.1, ,3.3, ,12.4, 
6,Davis,Sacramento Valley,Apr 1991,143.94,K,18.00, ,267,K,0.8,K,20.9, ,6.8, ,13.7, ,79,K,34,K,55, ,3.7, ,3.1, ,15.6, 
6,Davis,Sacramento Valley,May 1991,185.35, ,2.00, ,306, ,1.0, ,24.6, ,8.7,K,16.7, ,79, ,30, ,51, ,6.0, ,3.2, ,19.1,K
6,Davis,Sacramento Valley,Jun 1991,209.81, ,7.00, ,339, ,1.2, ,29.2, ,11.5, ,20.1, ,79, ,33, ,52, ,9.4, ,3.3, ,22.5, 
6,Davis,Sacramento Valley,Jul 1991,222.67, ,5.00, ,347, ,1.6, ,34.0, ,14.6, ,23.4, ,80, ,34, ,55, ,13.6, ,2.7, ,25.1, 
6,Davis,Sacramento Valley,Aug 1991,187.18, ,0.00, ,305, ,1.4, ,31.0, ,12.5, ,21.0, ,84, ,34, ,57, ,12.2, ,2.8, ,24.5, 
6,Davis,Sacramento Valley,Sep 1991,148.74, ,0.00, ,245, ,1.4, ,33.3, ,12.8, ,22.1, ,80, ,30, ,53, ,12.0, ,2.2, ,23.4, 
6,Davis,Sacramento Valley,Oct 1991,128.04, ,12.00, ,171, ,0.9, ,29.2, ,11.2, ,19.6, ,63, ,24, ,41, ,5.2, ,2.8, ,20.2, 
6,Davis,Sacramento Valley,Nov 1991,79.34,K,4.00,L,116,L,0.9,L,20.5,L,5.5,L,12.8,L,79,K,35,K,56,L,3.7,L,3.1,L,14.3,L
6,Davis,Sacramento Valley,Dec 1991,44.23,K,53.00, ,79, ,0.8,K,13.5, ,2.2, ,7.3, ,91,K,58,K,77, ,3.3, ,2.6, ,10.5,K
6,Davis,Sacramento Valley,Jan 1992,27.89,K,40.00, ,61, ,0.9,K,9.7, ,2.8, ,5.8, ,100,K,80,K,94, ,5.1, ,2.3, ,9.2, 
6,Davis,Sacramento Valley,Feb 1992,48.84, ,214.00, ,112, ,1.1, ,17.5,K,7.8, ,12.2, ,96, ,52, ,75, ,7.7, ,2.8, ,11.7, 
6,Davis,Sacramento Valley,Mar 1992,81.18,K,81.00,K,171,K,1.1,K,19.3, ,8.0, ,13.1,K,94,K,49,K,72, ,8.2, ,2.3,K,14.0,K
6,Davis,Sacramento Valley,Apr 1992,137.33, ,13.00, ,242, ,1.1, ,24.1, ,9.0, ,16.3, ,86, ,36, ,58, ,7.7, ,2.5, ,17.6,K
